,word,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
1011,posit,0.10239673523890082,0.06638610859244659,0.08186495142776301,0.1820122708530588,0.028415797436396387,0.029822912698621196,0.03715400080528229,0.015245706774897588,0.0,0.0,0.0,0.11908219185340486,0.021646382193528945,0.0,0.0,0.020692690138349987,0.08340582672813532,0.0,0.0,0.040341439699188325,0.05565519912145109,0.014237470844295661,0.008073761070989602,0.007573314586159297,0.006813671457412427
1012,possibl,0.1175607797603513,0.05917276510420963,0.008781184043487045,0.03608480748125996,0.0,0.014307460540416428,0.006471700962952463,0.0,0.02185370377709778,0.027450416198961155,0.008453082160465796,0.11806420052532837,0.015417539829767795,0.01127241484310799,0.00044749081802719854,0.04477234013993904,0.05689636315013887,0.004346298774272126,0.007596645494042326,0.056780133392585815,0.07213146671211805,0.006217708928779943,0.0,0.0046043326576689185,0.0
1013,post,0.0,0.010321919982987713,0.030344222299074523,0.18192652851527058,0.0,0.027870272204916054,0.0,0.0,0.0,0.0,0.0,0.01849597274450661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053477251764686366,0.044160887925245335,0.0,0.0,0.0,0.0
1014,potenti,0.02269588702317573,0.05374564440029842,0.0,0.004516190845447122,0.0,0.0,0.029814367958394455,0.05829135425605895,0.0,0.02185250158116995,0.015993395365296714,0.0,0.11128232927717767,0.028040426201404005,0.01752374903102312,0.01447143149033474,0.08292260415862363,0.0,0.01827327497335983,0.06549595919184743,0.16781653418564474,0.007819542602929488,0.0150819161439443,0.03964162300144143,0.0
1015,poverti,0.07382879470127175,0.0,0.0,0.07614635169183952,0.08383099466912831,0.0,0.1932024247058839,0.0,0.029426215734751227,0.0,0.0,0.0,0.0,0.0,0.0,0.007609886317356498,0.03960923186026634,0.0,0.033796103933559515,0.0,0.0,0.0,0.0,0.0,0.09512207469147685
1016,power,0.22780459563693783,0.07903684063688166,0.2725560065623482,0.012209880678248684,0.0,0.0,0.0,0.008425715437153845,0.0,0.0,0.036602627518584535,0.0,0.40844897398508345,0.013119551028180722,0.005995229381936344,0.023154047708769422,0.0,0.0,0.012061845261860207,0.12992909452992457,0.21502664492170157,0.2742009114439518,0.0,0.0,0.0
1017,practic,0.008338676939864408,0.0,0.07967229422074124,0.08184137584960231,0.0,0.008899490596967099,0.024964262157546956,0.0,0.09367915990334072,0.03609850763941656,0.0,0.0,0.0,0.08963805751550284,0.0,0.03697584078660775,0.0,0.08863659306314875,0.0,0.015187443064279724,0.22861231065919566,0.001075324091956148,0.03163294709903334,0.0,0.0
1018,prefer,0.022303550485523994,0.010289085908760985,0.02539539433673167,0.0,0.0012992049349339514,0.013401949869022843,0.0,0.0,0.0,0.0,0.0,0.01760645774859597,0.0,0.0,0.0,0.09931428671778363,0.04569239296568672,0.0,0.004027567657056293,0.004119378689701564,0.026772584052087423,0.0,0.0,0.0,0.013771594280270956
1019,premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586232438378544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07281541564463159
1020,prepar,0.0034063453901122397,0.017604487946123647,0.0,0.06491493590461878,0.00796070014012427,0.0,0.12239325067344749,0.05346665967854061,0.0,0.0,0.0,0.047428515912215745,0.0,0.0,0.0,0.0,0.08463130711166307,0.0,0.005452304673137008,0.0766047098748335,0.04086575438705546,0.021465024286279787,0.0,0.002205413779441014,0.012212901263495054
1021,prescript,0.0,0.0,0.0,0.0,0.031133690057168834,0.0,0.0,0.0,0.04455298873430482,0.0,0.0,0.0,0.0,1.1595226465829642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00768990431732064
